age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income
17,4,379412,11,9,2,3,0,4,1,0,0,50,38,0
13,4,181992,15,10,4,12,1,2,0,0,0,35,38,0
2,4,365640,11,9,4,9,1,4,0,0,0,45,0,0
9,4,236564,11,9,4,6,1,4,1,0,0,40,38,0
30,4,363418,15,10,4,12,1,4,1,0,0,70,38,1
33,4,112351,11,9,0,4,4,4,1,0,0,38,38,0
13,4,204704,9,13,4,4,4,4,0,0,0,45,38,1
27,4,54611,15,10,0,7,1,4,1,0,0,50,38,0
32,4,128132,11,9,2,12,0,4,1,0,0,60,38,1
58,6,30599,12,14,3,10,1,4,0,0,0,50,38,0
20,4,379522,9,13,2,12,0,4,1,0,0,55,38,1
34,7,196504,11,9,0,3,4,4,1,0,0,38,38,0
18,4,82552,11,9,4,3,4,4,1,0,0,35,38,0
11,4,104024,15,10,4,12,2,4,0,0,0,40,38,0
49,6,293114,11,9,2,5,0,4,1,1409,0,40,38,0
55,4,74141,6,5,2,4,5,1,0,0,0,48,38,1
22,4,192337,9,13,5,12,1,4,1,0,0,50,38,0
10,4,262478,11,9,4,5,3,2,1,0,0,30,38,0
40,4,185072,15,10,4,1,2,2,0,0,0,40,22,0
7,4,296045,5,4,2,3,0,4,1,2635,0,38,38,0
11,4,246595,11,9,4,3,3,4,1,0,0,70,38,0
6,4,54472,15,10,3,8,1,4,0,0,0,50,38,0
14,4,331065,9,13,4,4,1,4,0,0,1408,40,38,0
6,4,161708,15,10,4,8,3,4,0,0,0,20,38,0
14,4,264936,15,10,4,8,1,4,0,0,0,40,38,0
10,2,113545,9,13,4,10,1,4,0,0,0,40,38,0
13,4,212237,9,13,2,10,0,4,1,0,1740,45,38,0
14,4,170430,14,15,4,10,1,4,0,0,0,80,0,0
17,4,173806,12,14,4,10,1,4,1,4865,0,60,38,0
40,1,370890,11,9,4,1,1,4,1,0,2258,40,38,0
22,4,505119,12,14,2,4,0,4,1,0,0,40,5,1
6,4,193089,1,7,4,3,3,4,1,0,0,40,38,0
7,2,33432,7,12,2,8,5,4,0,0,0,40,38,0
19,4,103110,10,16,4,10,1,4,1,0,0,40,9,0
15,4,160362,15,10,0,8,2,4,1,0,0,40,26,0
18,4,204621,7,12,0,8,3,4,0,0,0,40,38,0
19,4,35309,9,13,2,4,0,4,1,0,0,40,38,0
6,0,154373,9,13,4,0,1,4,0,0,0,50,38,0
30,4,194772,8,11,2,7,0,4,1,0,0,40,38,1
18,4,154410,11,9,4,6,1,4,1,0,0,40,38,0
27,1,220563,15,10,2,13,0,4,1,0,0,40,38,0
15,7,253354,12,14,2,10,0,4,1,0,0,50,38,0
15,4,211699,7,12,2,4,5,4,0,0,1485,40,38,1
46,6,167501,15,10,2,10,5,4,0,20051,0,10,38,1
17,4,229732,8,11,2,3,0,4,1,0,0,40,38,0
30,4,185465,11,9,2,3,0,2,1,0,0,40,38,0
10,4,335764,1,7,2,12,3,2,1,0,0,35,38,0
6,4,460046,11,9,5,4,4,4,0,0,0,42,38,0
2,0,33487,15,10,4,0,2,0,0,0,0,40,38,0
33,4,176924,0,6,2,3,0,4,1,0,0,38,38,0
32,7,213307,15,10,2,10,0,4,1,0,0,40,38,0
19,4,83893,15,10,2,4,0,4,1,0,0,40,38,1
6,4,194102,9,13,4,4,4,4,1,0,0,40,38,0
44,4,238611,5,4,6,8,4,2,0,0,0,38,38,0
24,4,113597,15,10,2,5,0,4,1,0,0,16,38,0
10,6,208406,9,13,2,4,0,4,1,0,0,60,38,1
36,4,274528,9,13,0,4,1,4,1,0,0,70,38,0
0,6,60116,0,6,4,1,3,4,1,0,0,10,38,0
6,0,196816,11,9,4,0,1,4,1,0,0,30,38,0
36,4,166368,15,10,4,3,1,4,1,0,0,40,38,0
11,4,303954,11,9,2,3,0,4,1,0,1848,42,38,1
7,4,99386,9,13,3,10,3,4,0,0,0,40,38,0
5,4,188569,15,10,4,1,1,4,0,0,0,20,38,0
36,4,302868,9,13,2,12,0,4,1,0,0,50,38,1
1,4,283342,1,7,4,8,2,2,1,0,0,20,38,0
7,4,233777,15,10,4,12,4,4,1,0,0,50,25,0
3,4,170038,11,9,4,12,1,4,0,0,0,40,38,0
13,2,261319,5,4,2,14,0,4,1,0,0,40,38,0
20,7,367237,8,11,4,10,1,4,1,8614,0,40,38,1
17,4,126838,11,9,2,14,0,4,1,0,0,40,38,0
2,4,354104,11,9,4,6,3,4,1,0,0,30,38,0
3,4,176321,2,8,4,1,3,4,0,0,0,40,25,0
30,4,85129,11,9,0,8,1,1,0,0,0,40,38,0
3,0,376474,15,10,4,0,3,4,1,0,0,32,38,0
5,4,62507,9,13,4,10,3,4,0,0,0,40,38,0
25,2,111252,12,14,2,4,0,4,1,0,1977,40,38,1
43,4,156889,15,10,0,1,1,4,0,0,0,40,38,0
15,4,549430,11,9,4,9,4,4,0,0,0,40,25,0
29,4,29696,11,9,2,4,0,4,1,0,0,40,38,1
49,4,98837,11,9,6,1,1,4,0,0,0,40,38,0
20,4,86150,9,13,2,8,5,1,0,0,0,30,38,1
17,4,204991,15,10,0,4,3,4,1,0,0,44,38,0
28,4,371886,9,13,4,10,1,4,1,0,0,46,38,0
18,4,103605,1,7,2,5,0,4,1,0,0,40,38,0
46,0,54851,11,9,2,0,0,4,1,0,0,40,38,0
34,2,133050,15,10,2,4,0,2,1,0,0,40,38,1
19,2,126569,15,10,2,11,0,4,1,0,0,40,38,1
8,1,144259,11,9,4,1,3,2,1,0,0,40,38,0
34,4,161482,11,9,0,8,4,4,0,0,0,38,38,0
8,6,305449,15,10,4,7,3,4,1,0,0,40,38,0
2,4,125010,11,9,4,5,3,4,1,0,0,45,38,0
30,4,304133,15,10,2,4,0,4,1,0,0,45,38,0
42,2,120617,11,9,5,11,4,2,0,0,0,40,38,0
17,4,157747,9,13,2,4,0,4,1,0,0,40,38,1
23,4,297396,15,10,5,4,4,4,0,0,0,60,38,0
25,4,121287,11,9,0,7,1,4,1,0,0,45,38,0
11,0,308493,11,9,2,0,5,4,0,0,0,17,15,0
20,4,49115,12,14,2,4,0,4,1,0,0,60,38,1
34,5,208302,7,12,2,12,0,4,1,0,0,38,38,1
8,4,304032,11,9,4,1,3,4,1,0,0,36,38,0
14,1,207301,11,9,2,1,5,4,0,0,0,40,38,1
20,4,123211,11,9,2,8,0,4,1,0,0,44,38,1
25,4,33521,7,12,2,12,0,4,1,0,0,45,38,1
12,0,410351,9,13,4,0,1,4,1,0,0,40,38,0
18,4,410034,15,10,0,12,1,4,1,0,0,50,38,0
34,4,175339,9,13,2,12,0,4,1,0,0,47,38,1
5,0,27937,15,10,4,0,3,4,1,0,0,36,38,0
32,4,168211,15,10,2,3,0,4,1,0,1485,40,38,1
9,4,125680,9,13,4,10,1,1,1,0,0,16,23,0
39,2,160829,11,9,0,1,1,4,0,0,0,46,38,0
35,4,266529,15,10,2,10,0,4,1,0,0,45,38,1
44,6,115023,12,14,2,3,0,4,1,0,0,4,0,0
30,7,224149,9,13,0,4,1,4,0,0,0,40,38,1
35,4,150930,8,11,2,3,0,4,1,0,0,40,38,0
13,4,343699,11,9,0,3,4,4,0,0,0,40,38,0
26,5,172826,15,10,2,12,0,4,1,99999,0,55,38,1
18,4,163392,15,10,2,14,0,1,1,0,0,40,0,0
0,0,103810,2,8,4,0,3,4,1,0,0,40,38,0
25,4,213821,11,9,2,3,0,4,1,0,1887,40,38,1
9,4,211265,15,10,3,3,2,2,0,0,0,35,6,0
41,2,160586,11,9,2,5,0,4,1,0,0,40,38,0
49,4,146454,15,10,2,12,0,4,1,5556,0,40,38,1
13,4,203277,11,9,2,11,0,4,1,0,0,60,38,1
29,4,309895,15,10,5,1,4,4,0,0,0,40,38,0
28,4,26522,15,10,2,1,5,4,0,0,1902,35,38,1
40,4,103809,11,9,4,12,4,4,0,0,0,40,38,0
8,4,90291,9,13,4,4,3,4,1,0,0,40,38,0
4,7,181761,15,10,4,13,3,4,0,0,0,10,38,0
20,4,35330,11,9,0,3,1,4,1,0,1669,55,38,0
28,2,135776,12,14,0,10,1,4,0,0,0,30,38,0
44,0,188172,10,16,6,0,1,4,0,0,0,5,38,0
22,4,179579,11,9,4,3,3,4,1,0,0,40,38,0
25,4,193626,11,9,2,1,5,4,0,0,0,53,38,0
3,4,108887,11,9,4,7,3,4,0,0,0,40,38,0
6,4,199070,11,9,4,11,3,2,1,0,0,16,38,0
8,4,441591,9,13,4,13,3,4,1,0,0,40,38,0
30,4,185254,4,3,4,9,3,4,0,0,0,40,8,0
7,4,109307,11,9,4,12,3,4,1,0,0,45,38,0
3,0,81853,15,10,4,0,3,1,0,0,0,15,38,0
18,4,23621,11,9,4,3,1,4,1,0,0,70,38,0
27,2,145178,11,9,2,8,5,2,0,0,0,38,22,1
30,7,30575,15,10,2,10,0,4,1,0,0,50,38,0
11,7,130620,1,7,5,1,4,1,0,0,0,40,18,0
24,2,22155,12,14,0,10,4,4,0,0,0,60,38,0
14,4,106437,11,9,4,1,1,4,0,0,0,40,38,0
10,4,79787,12,14,4,4,1,4,0,0,0,25,38,0
30,4,326857,8,11,2,3,0,4,1,5013,0,40,38,0
27,4,81853,11,9,4,12,1,1,0,0,0,40,38,0
44,4,120933,15,10,4,9,1,4,0,0,0,40,38,0
25,1,153143,15,10,0,1,2,4,0,0,0,40,32,0
29,4,27669,11,9,4,8,1,4,0,0,0,28,38,0
29,4,105444,9,13,2,4,0,4,1,0,0,50,38,1
37,2,169785,12,14,6,10,4,4,0,0,0,38,38,0
32,4,122493,11,9,6,13,4,4,1,0,0,40,38,0
39,2,242670,15,10,6,1,4,4,0,0,0,40,38,0
35,4,54933,12,14,0,10,3,4,0,0,0,40,38,0
17,4,209317,11,9,2,14,0,4,1,0,0,40,32,0
8,6,282631,11,9,2,3,0,4,1,0,0,40,38,0
1,4,98044,1,7,4,10,3,4,0,0,0,40,38,0
41,4,187487,11,9,2,7,0,4,1,0,0,40,38,0
14,7,60186,9,13,0,10,1,4,1,0,0,40,38,0
12,4,75648,15,10,2,3,0,4,1,0,0,55,38,0
11,4,201175,1,7,4,7,1,2,1,0,0,40,38,0
13,4,19302,15,10,4,1,1,4,1,0,0,48,38,0
4,0,300812,15,10,4,0,3,4,1,0,0,30,38,0
27,4,146659,12,14,2,10,0,4,1,0,1887,35,38,1
58,4,101887,0,6,6,9,1,4,0,0,0,70,38,0
49,0,117778,1,7,2,0,0,4,1,0,0,40,38,0
9,4,60726,15,10,2,3,0,2,1,0,0,40,38,0
16,5,201763,9,13,2,12,0,4,1,0,0,50,38,1
40,5,119253,12,14,2,12,0,4,1,15024,0,65,38,1
30,6,121124,4,3,2,12,0,4,1,0,0,55,21,1
24,4,220132,11,9,2,4,0,4,1,7298,0,40,38,1
4,4,60639,15,10,4,8,1,4,0,0,0,37,38,0
0,4,195262,1,7,4,3,3,4,1,0,0,17,38,0
44,0,113544,9,13,2,0,0,4,1,0,0,55,38,0
30,0,331650,11,9,2,0,5,4,0,0,0,8,38,1
5,4,100587,15,10,4,8,3,2,0,0,0,15,38,0
30,4,298130,11,9,2,12,0,4,1,0,0,40,38,0
28,4,242391,9,13,2,4,0,4,1,0,0,40,38,1
15,6,197867,8,11,0,12,4,4,1,0,0,50,38,0
42,4,151977,0,6,5,9,1,2,0,0,0,30,38,0
21,4,277347,11,9,2,3,0,4,1,0,0,50,38,0
16,4,125249,11,9,5,11,3,4,0,0,0,40,38,0
24,4,222142,11,9,2,7,0,4,1,0,0,40,38,0
34,4,270194,6,5,2,14,0,4,1,0,0,40,38,0
25,4,169995,11,9,2,12,0,4,1,0,0,48,38,0
10,4,359155,9,13,2,10,5,4,0,0,0,40,38,1
43,4,123992,15,10,2,3,0,4,1,0,0,45,38,0
47,2,266080,11,9,0,1,1,4,0,0,0,35,38,0
20,4,201531,7,12,2,7,0,4,1,0,0,40,38,1
37,6,179704,9,13,2,4,0,4,1,0,0,45,38,1
19,4,393673,7,12,2,4,5,4,0,0,0,50,38,1
17,4,244147,9,13,2,10,0,4,1,0,0,40,0,1
24,6,438696,12,14,0,12,4,4,1,0,0,5,38,1
18,6,207568,5,4,2,5,0,4,1,0,0,75,38,0
46,5,54052,12,14,2,12,0,4,1,0,0,68,38,1
29,4,187581,11,9,0,3,2,4,1,0,0,40,38,0
30,6,77102,12,14,0,10,1,4,1,0,0,40,38,0
7,4,353010,9,13,4,7,1,4,1,0,0,65,38,0
12,4,54131,15,10,4,12,1,4,1,0,0,30,38,0
57,1,39890,15,10,6,14,1,4,0,0,0,18,38,0
33,4,156877,1,7,2,14,0,4,1,0,0,70,38,1
5,4,355686,15,10,4,1,1,4,0,0,0,40,38,0
31,4,300168,2,8,5,1,3,2,0,0,0,40,38,0
13,4,488720,6,5,2,6,2,4,1,0,0,40,25,0
15,4,157287,9,13,2,12,0,4,1,0,0,40,38,0
22,4,184659,11,9,2,7,0,4,1,0,0,40,38,0
32,4,214169,15,10,2,3,0,4,1,0,0,40,38,1
8,4,192149,9,13,4,1,3,4,0,0,0,40,38,0
33,4,137253,9,13,2,1,5,4,0,0,0,40,38,1
27,4,373050,11,9,2,14,0,4,1,0,0,40,38,0
48,4,90377,8,11,2,5,0,4,1,6767,0,60,38,0
11,1,183151,7,12,2,1,0,4,1,0,0,60,38,0
38,4,227158,9,13,6,1,4,4,0,0,0,40,38,0
32,2,34021,9,13,4,10,3,4,0,0,0,50,38,0
14,4,165148,11,9,5,4,4,4,0,0,0,12,38,0
30,4,211668,11,9,2,7,5,2,0,0,0,40,38,1
28,4,358886,11,9,2,14,0,4,1,0,0,40,38,1
18,4,47707,11,9,4,8,1,2,0,0,0,40,38,0
17,6,306982,9,13,2,12,0,1,1,0,0,60,34,0
32,2,52590,11,9,6,11,1,2,1,0,0,40,38,0
22,0,179352,15,10,0,0,1,4,0,0,0,35,38,0
10,4,158156,11,9,4,8,1,4,0,0,0,42,38,0
25,4,70055,11,9,2,6,0,4,1,0,0,40,38,0
43,0,131852,4,3,2,0,0,4,1,0,0,30,38,1
47,6,177825,11,9,4,8,1,4,1,1055,0,40,38,0
16,4,127215,15,10,2,12,0,4,1,0,0,48,38,1
6,4,175183,15,10,4,1,1,4,0,0,0,40,38,0
28,4,142287,12,14,2,4,0,4,1,0,0,50,38,1
17,4,221324,11,9,4,7,4,2,0,0,0,40,38,0
36,4,227602,11,9,0,12,1,4,0,0,0,37,25,0
5,4,228452,0,6,4,3,1,4,1,0,0,30,38,0
40,7,39380,11,9,5,8,1,4,0,0,0,35,38,0
3,0,96862,15,10,4,0,3,4,0,0,0,8,38,0
6,4,336360,5,4,4,3,3,2,1,0,0,40,38,0
14,4,257644,1,7,4,14,4,4,1,0,0,40,38,0
6,7,235853,9,13,4,13,1,4,1,0,0,22,38,0
13,4,270577,11,9,5,1,4,4,0,0,0,40,38,0
15,2,222900,9,13,5,10,1,4,0,0,0,50,38,1
25,4,99254,7,12,2,1,5,2,0,0,0,40,38,1
34,4,224763,5,4,2,14,0,4,1,0,0,40,5,0
42,6,174056,9,13,2,12,0,4,1,15024,0,40,38,1
19,4,127306,9,13,4,4,3,4,0,0,0,40,38,0
28,4,339506,11,9,4,12,1,2,1,0,0,40,38,0
18,4,178322,8,11,2,12,0,4,1,0,0,50,11,1
16,4,189843,5,4,2,7,0,4,1,0,0,40,38,0
26,4,160815,8,11,0,10,4,4,0,0,0,40,38,0
43,4,207665,11,9,2,13,5,4,0,0,0,40,38,1
20,7,160402,9,13,2,10,0,4,1,0,0,55,38,1
18,4,170263,15,10,4,13,4,4,0,0,0,40,38,0
19,4,184659,15,10,2,1,0,4,1,0,0,52,38,0
21,1,338320,14,15,2,10,0,4,1,0,1977,50,38,1
37,4,101017,5,4,2,3,0,4,1,0,0,40,38,0
34,4,204322,8,11,2,6,0,4,1,0,0,40,38,1
28,4,241350,7,12,2,3,0,4,1,0,0,45,38,1
46,1,217994,15,10,0,4,4,4,0,0,0,40,38,0
34,4,128143,15,10,2,3,0,4,1,0,0,40,38,1
41,6,164065,12,14,0,12,1,4,1,0,0,18,38,0
47,2,78866,11,9,0,1,1,4,0,0,0,40,38,0
3,4,236769,15,10,4,6,3,4,1,0,0,40,38,0
27,1,239539,9,13,2,1,0,1,1,0,0,40,29,1
22,4,34028,9,13,0,4,4,4,0,0,0,48,38,0
28,7,207847,15,10,4,1,4,4,0,0,0,40,38,0
27,4,175935,10,16,2,1,0,4,1,0,0,55,38,1
5,1,218445,15,10,4,4,1,4,0,0,0,40,38,0
46,5,215833,11,9,2,4,0,4,1,0,0,40,38,1
9,4,156976,8,11,5,8,1,2,1,0,0,40,38,0
25,6,220647,9,13,2,5,0,4,1,0,0,45,38,0
3,4,218343,11,9,4,8,3,4,0,0,0,25,38,0
12,4,241431,12,14,2,12,0,4,1,7298,0,40,38,1
21,2,123983,9,13,4,4,4,1,1,0,1741,40,39,0
8,4,73289,11,9,4,14,3,4,1,0,0,40,38,0
10,4,408623,9,13,2,3,2,4,1,0,0,50,38,0
29,4,169180,8,11,0,1,1,4,0,0,0,40,38,0
14,4,54929,15,10,0,3,1,4,1,0,0,60,38,0
7,4,306779,8,11,4,4,3,4,1,0,0,35,38,0
26,4,159549,15,10,2,12,0,4,1,0,0,50,38,1
6,4,482082,2,8,4,7,3,4,1,0,0,21,25,0
15,2,286101,11,9,4,14,4,2,0,0,0,37,38,0
27,4,167955,11,9,2,3,0,4,1,0,0,40,30,0
23,6,209040,9,13,2,12,0,4,1,0,0,40,38,0
21,4,105017,11,9,0,3,4,4,1,0,0,40,38,0
6,4,27776,8,11,4,7,1,4,1,0,0,40,38,0
2,4,242941,15,10,4,12,3,4,0,0,1602,10,38,0
24,4,118853,15,10,2,12,0,4,1,0,0,40,38,0
31,4,119565,11,9,2,3,0,4,1,0,0,40,38,0
6,4,196827,15,10,2,7,0,4,1,0,1902,40,38,0
30,4,275361,7,12,6,8,3,4,0,0,0,35,38,0
25,4,225193,11,9,2,3,0,4,1,0,0,40,38,0
0,4,329783,0,6,4,12,2,4,0,0,0,10,38,0
12,2,107411,14,15,4,10,1,4,0,0,0,70,38,0
4,7,258490,15,10,4,10,1,4,0,0,0,20,38,0
1,0,120243,1,7,4,0,3,4,1,0,0,27,38,0
14,4,219509,11,9,2,8,0,4,1,0,0,40,25,1
10,2,29174,9,13,4,10,4,4,0,0,0,40,38,0
12,4,40083,10,16,4,10,1,4,1,0,0,40,2,0
6,4,87528,9,13,4,12,1,4,0,0,0,45,38,0
24,4,116379,12,14,2,10,0,1,1,0,0,55,35,1
29,2,216214,9,13,2,10,0,4,1,0,0,35,38,1
17,4,268051,15,10,2,11,2,2,0,0,0,25,14,0
25,6,121718,11,9,2,3,0,4,1,0,0,24,38,0
1,4,201901,11,9,4,6,3,4,0,0,1719,15,38,0
29,4,109089,11,9,0,3,1,4,1,0,0,37,38,0
1,0,346382,1,7,4,0,3,4,1,0,0,15,38,0
35,4,284129,15,10,2,3,0,4,1,0,0,40,38,1
39,4,143030,11,9,0,3,4,4,0,0,0,40,38,0
4,4,212619,8,11,4,7,3,4,1,0,0,40,38,0
5,6,199011,11,9,4,3,2,4,1,0,0,20,38,0
14,4,118901,9,13,0,1,4,4,0,0,0,45,38,0
24,6,129865,11,9,2,8,0,4,1,0,0,60,38,0
8,4,157900,15,10,5,1,4,4,0,0,0,40,38,0
26,6,349341,9,13,0,4,1,4,1,0,0,60,38,0
28,4,158685,11,9,5,12,1,4,0,0,0,40,38,0
9,4,386585,15,10,0,13,1,4,1,0,0,60,38,0
70,4,52386,15,10,4,8,1,1,1,0,0,35,38,0
28,4,246891,9,13,2,12,0,4,1,0,1902,40,38,1
13,4,190385,9,13,2,8,5,4,0,0,0,40,38,1
25,4,37869,15,10,2,3,0,4,1,0,0,40,38,0
3,4,217807,15,10,4,6,3,4,1,0,0,35,38,0
36,4,149784,9,13,2,10,0,4,1,7688,0,40,38,1
47,7,201293,11,9,6,1,1,4,0,0,0,38,38,0
39,4,128764,5,4,6,14,1,4,1,0,0,20,38,0
25,4,27444,15,10,3,10,1,4,1,0,0,40,38,1
9,4,62438,9,13,2,12,5,4,0,0,0,40,38,1
14,2,151726,7,12,4,1,3,0,0,0,0,40,38,0
23,4,29841,9,13,2,1,5,4,0,0,0,40,38,0
41,4,131608,15,10,6,3,1,4,1,0,0,40,38,0
24,4,110562,9,13,2,4,0,4,1,0,0,40,38,0
41,5,190541,11,9,4,12,1,4,1,0,0,47,38,0
45,7,33142,12,14,2,10,0,4,1,0,0,60,38,1
48,5,139272,9,13,2,12,0,4,1,99999,0,60,38,1
23,4,234633,15,10,4,3,1,4,1,0,0,40,38,0
28,2,238386,15,10,2,11,0,4,1,0,0,40,38,1
5,4,460835,11,9,4,3,3,4,1,0,0,55,38,0
6,0,243190,15,10,4,0,3,1,1,0,0,20,3,0
46,1,97855,12,14,2,4,0,4,1,0,0,50,38,1
22,4,77146,9,13,2,4,0,4,1,0,1887,50,38,1
20,4,200863,15,10,6,3,4,4,1,0,0,40,38,0
8,0,41107,9,13,3,0,1,4,1,0,0,40,2,0
39,4,77415,1,7,2,5,0,4,1,0,0,50,38,0
15,4,236770,15,10,0,12,1,4,1,0,0,50,38,0
36,1,173093,15,10,2,4,5,1,0,0,1887,40,29,1
15,4,235124,8,11,0,10,1,4,1,0,0,40,38,0
6,6,282604,1,7,2,14,0,4,1,7688,0,60,38,1
18,4,199288,1,7,5,14,1,4,1,0,0,90,38,0
34,4,191659,15,10,2,4,0,4,1,0,1887,65,38,1
2,4,43285,15,10,4,1,3,4,0,0,0,20,38,0
24,4,160837,1,7,3,7,1,4,1,0,0,40,13,0
5,4,230574,0,6,4,14,3,4,1,0,0,25,38,0
6,4,176178,11,9,4,13,3,4,0,0,0,40,38,0
19,4,116358,12,14,2,4,0,1,1,0,0,40,35,1
10,0,253873,15,10,0,0,1,4,0,0,0,25,38,0
28,4,107787,8,11,2,3,0,4,1,0,0,40,2,0
6,6,519627,11,9,4,5,1,4,1,0,0,25,25,0
4,4,191460,1,7,4,8,4,2,0,0,0,40,38,0
27,4,198282,12,14,2,4,0,4,1,15024,0,40,38,1
12,4,214858,9,13,2,12,0,4,1,0,0,40,38,1
19,6,64875,8,11,2,13,0,4,1,0,0,60,38,0
1,4,675421,6,5,4,6,3,4,1,594,0,40,38,0
45,6,134768,2,8,2,3,0,4,1,0,0,40,38,1
8,1,207342,15,10,4,4,1,2,1,0,0,40,38,0
17,4,64830,7,12,0,4,1,4,0,0,0,45,38,0
14,4,220066,9,13,4,4,1,4,0,14344,0,50,38,1
20,4,82521,9,13,2,4,0,4,1,15024,0,40,38,1
16,4,176711,9,13,2,5,0,4,1,0,0,40,9,0
5,0,217421,15,10,4,0,3,4,0,0,0,30,38,0
11,4,111900,7,12,2,12,0,4,1,0,0,30,38,0
5,0,196943,15,10,5,0,3,4,1,0,0,25,38,0
30,4,481987,11,9,2,8,0,4,1,0,0,40,38,1
50,0,184506,1,7,2,0,0,4,1,0,419,3,38,0
3,0,121313,0,6,4,0,3,4,1,0,0,40,38,0
17,4,158420,9,13,2,4,0,4,1,0,0,70,38,0
9,4,256000,14,15,2,10,0,4,1,99999,0,60,38,1
19,4,183892,15,10,2,3,0,4,1,7298,0,44,38,1
11,4,42734,11,9,4,6,3,4,1,0,0,40,38,0
5,4,181773,11,9,4,14,3,2,1,0,0,40,38,0
30,4,184945,15,10,5,8,1,2,0,0,0,35,38,0
16,4,107248,8,11,4,1,1,4,1,0,0,45,38,0
17,5,215382,12,14,5,10,1,4,0,4787,0,40,38,1
8,4,122999,11,9,4,3,3,4,1,0,0,40,38,0
20,4,758700,6,5,2,6,0,4,1,3781,0,50,25,0
19,7,166606,11,9,2,11,0,4,1,0,0,40,38,0
44,2,192060,9,13,5,10,1,4,1,0,0,30,0,0
57,0,340939,6,5,2,0,0,4,1,3471,0,40,38,0
40,4,205708,15,10,2,3,0,4,1,0,0,40,30,0
38,4,67450,10,16,4,10,1,4,1,0,0,40,9,0
3,4,242077,11,9,0,12,1,2,0,0,0,40,38,0
26,4,129573,11,9,4,12,1,2,0,0,0,44,38,0
37,4,181132,11,9,2,7,0,4,1,0,0,40,9,1
8,4,212302,15,10,5,1,4,4,0,0,0,40,38,0
25,4,83411,15,10,0,4,1,4,1,0,1408,40,38,0
6,0,148751,15,10,4,0,1,4,0,0,0,35,38,0
0,4,317681,1,7,4,3,3,4,1,0,0,10,38,0
22,0,103986,11,9,4,0,1,4,1,0,1590,40,38,0
46,4,30602,5,4,3,8,4,0,0,0,0,40,38,0
2,4,172893,15,10,4,4,3,4,0,0,0,30,38,0
39,5,211804,9,13,2,12,0,4,1,15024,0,50,38,1
16,6,312055,9,13,2,12,0,4,1,0,0,45,38,1
20,4,65390,9,13,2,5,0,4,1,0,0,50,38,0
10,4,200500,5,4,2,14,0,4,1,0,0,45,38,0
19,2,241962,9,13,2,1,0,4,1,0,0,40,38,0
13,5,78530,11,9,2,4,0,4,1,0,0,65,2,1
5,4,189950,9,13,4,10,1,4,1,0,0,55,38,0
18,4,111387,15,10,2,6,0,4,1,0,1579,40,38,0
3,4,241951,11,9,4,6,1,4,1,0,0,45,38,0
1,4,343059,15,10,4,12,3,4,0,0,0,40,38,0
8,4,302465,2,8,4,7,1,4,1,0,1741,40,38,0
36,4,156843,12,14,4,10,1,4,0,0,1564,54,38,1
4,0,79728,15,10,4,0,3,4,0,0,0,40,38,0
2,4,55284,11,9,4,12,3,4,0,0,0,35,38,0
17,4,509364,11,9,0,7,1,4,1,0,0,30,38,0
15,7,117927,15,10,4,1,1,2,0,0,0,40,38,0
3,4,137651,15,10,4,7,3,0,1,0,0,40,38,0
53,4,131060,5,4,2,8,0,4,1,0,0,25,38,0
40,4,346963,9,13,2,4,0,4,1,0,0,40,38,1
37,4,183611,15,10,2,12,0,4,1,3137,0,50,38,0
17,4,134737,8,11,2,7,0,4,1,0,0,40,38,0
31,4,36503,15,10,2,4,0,4,1,0,0,40,38,1
25,4,250121,1,7,2,8,5,4,0,0,0,40,38,0
28,4,330535,11,9,4,1,1,4,1,3325,0,40,38,0
10,4,387776,15,10,4,8,3,4,1,0,0,40,38,0
34,4,41474,0,6,2,8,0,4,1,0,0,40,25,0
19,2,318972,15,10,0,1,4,4,0,0,0,65,38,0
16,4,86143,15,10,4,4,3,1,1,0,0,40,29,0
33,4,181139,15,10,4,5,1,4,1,0,0,40,38,0
27,4,326232,9,13,0,4,4,4,1,0,2547,50,38,1
22,2,153976,12,14,2,10,0,4,1,0,0,40,38,1
38,6,59469,6,5,2,5,0,4,1,0,0,25,38,0
7,4,127139,15,10,4,1,3,4,0,0,0,40,38,0
18,4,136343,11,9,4,12,1,4,1,0,0,40,38,0
15,6,350624,2,8,2,3,0,4,1,0,0,40,38,0
49,0,177351,9,13,2,0,0,4,1,0,2174,40,38,1
51,4,166149,11,9,6,1,1,4,0,0,2206,30,38,0
12,4,121523,1,7,2,14,0,4,1,0,0,60,38,0
7,6,267396,9,13,4,12,1,4,1,0,0,40,38,0
44,4,83045,6,5,2,7,0,4,1,0,0,40,38,0
17,4,160449,11,9,2,7,0,4,1,0,0,44,38,1
38,5,124137,14,15,2,10,0,4,1,0,2415,35,12,1
3,0,287681,15,10,4,0,3,4,1,0,0,36,38,0
24,4,154194,11,9,4,12,3,4,0,0,0,40,38,0
19,6,295127,11,9,2,5,0,4,1,0,0,84,38,0
43,4,240521,11,9,2,3,0,4,1,7298,0,40,38,1
44,6,244087,11,9,2,3,0,4,1,0,0,52,38,1
18,4,356250,14,15,2,12,0,1,1,0,0,35,3,0
25,7,293791,9,13,2,4,0,4,1,0,0,50,38,1
9,4,44308,9,13,4,13,1,4,1,0,0,40,38,0
